,duration,machine,testname
9626,1.0838e-05,hildor,05faa4e51fd55afb5f664753708d2975
6554,6.6720000000000015e-06,exmag,05faa4e51fd55afb5f664753708d2975
3162,7.965e-06,tarkil,05faa4e51fd55afb5f664753708d2975
5850,9.748e-06,hildor,05faa4e51fd55afb5f664753708d2975
7834,7.782000000000001e-06,tarkil,05faa4e51fd55afb5f664753708d2975
154,1.1039e-05,luna,05faa4e51fd55afb5f664753708d2975
2266,1.3622e-05,luna,05faa4e51fd55afb5f664753708d2975
9946,1.0952e-05,hildor,05faa4e51fd55afb5f664753708d2975
8474,9.062e-06,ajax,05faa4e51fd55afb5f664753708d2975
2202,1.824e-05,luna,05faa4e51fd55afb5f664753708d2975
6426,7.062e-06,exmag,05faa4e51fd55afb5f664753708d2975
2074,1.0148e-05,luna,05faa4e51fd55afb5f664753708d2975
3290,7.474e-06,tarkil,05faa4e51fd55afb5f664753708d2975
1882,2.6064e-05,mudrc,05faa4e51fd55afb5f664753708d2975
6682,6.124e-06,exmag,05faa4e51fd55afb5f664753708d2975
7770,6.233e-06,tarkil,05faa4e51fd55afb5f664753708d2975
10074,2.6156e-05,mudrc,05faa4e51fd55afb5f664753708d2975
8730,8.805e-06,ajax,05faa4e51fd55afb5f664753708d2975
3354,6.6079999999999975e-06,tarkil,05faa4e51fd55afb5f664753708d2975
9114,9.288e-06,hildor,05faa4e51fd55afb5f664753708d2975
4890,1.0384e-05,luna,05faa4e51fd55afb5f664753708d2975
1946,2.6857e-05,mudrc,05faa4e51fd55afb5f664753708d2975
5722,1.0446e-05,hildor,05faa4e51fd55afb5f664753708d2975
6618,6.557e-06,exmag,05faa4e51fd55afb5f664753708d2975
2010,2.6326e-05,mudrc,05faa4e51fd55afb5f664753708d2975
8410,1.0632e-05,luna,05faa4e51fd55afb5f664753708d2975
218,1.0629e-05,luna,05faa4e51fd55afb5f664753708d2975
9562,1.1222e-05,hildor,05faa4e51fd55afb5f664753708d2975
3098,7.643e-06,tarkil,05faa4e51fd55afb5f664753708d2975
8666,9.68e-06,ajax,05faa4e51fd55afb5f664753708d2975
2330,8.742999999999999e-06,ajax,05faa4e51fd55afb5f664753708d2975
6234,2.5377e-05,mudrc,05faa4e51fd55afb5f664753708d2975
2586,1.0072e-05,exmag,05faa4e51fd55afb5f664753708d2975
9050,8.746e-06,hildor,05faa4e51fd55afb5f664753708d2975
6042,2.6514e-05,mudrc,05faa4e51fd55afb5f664753708d2975
9818,1.1908e-05,hildor,05faa4e51fd55afb5f664753708d2975
2842,1.1034e-05,hildor,05faa4e51fd55afb5f664753708d2975
2906,1.1244e-05,hildor,05faa4e51fd55afb5f664753708d2975
2650,8.354e-06,exmag,05faa4e51fd55afb5f664753708d2975
6170,2.6237e-05,mudrc,05faa4e51fd55afb5f664753708d2975
8602,9.644e-06,ajax,05faa4e51fd55afb5f664753708d2975
9754,1.112e-05,hildor,05faa4e51fd55afb5f664753708d2975
2714,8.779e-06,exmag,05faa4e51fd55afb5f664753708d2975
2778,7.165e-06,exmag,05faa4e51fd55afb5f664753708d2975
4762,1.1108e-05,luna,05faa4e51fd55afb5f664753708d2975
26,8.701e-06,luna,05faa4e51fd55afb5f664753708d2975
8538,9.366e-06,ajax,05faa4e51fd55afb5f664753708d2975
7898,8.052e-06,tarkil,05faa4e51fd55afb5f664753708d2975
2522,9.79e-06,ajax,05faa4e51fd55afb5f664753708d2975
5914,2.7436e-05,mudrc,05faa4e51fd55afb5f664753708d2975
4826,1.0985e-05,luna,05faa4e51fd55afb5f664753708d2975
6362,2.6086e-05,mudrc,05faa4e51fd55afb5f664753708d2975
3034,1.03e-05,hildor,05faa4e51fd55afb5f664753708d2975
2394,9.823e-06,ajax,05faa4e51fd55afb5f664753708d2975
10714,2.6242e-05,mudrc,05faa4e51fd55afb5f664753708d2975
9690,9.785e-06,hildor,05faa4e51fd55afb5f664753708d2975
9882,1.0374e-05,hildor,05faa4e51fd55afb5f664753708d2975
7962,1.0046e-05,luna,05faa4e51fd55afb5f664753708d2975
4698,1.0339e-05,luna,05faa4e51fd55afb5f664753708d2975
90,9.559e-06,luna,05faa4e51fd55afb5f664753708d2975
2458,9.86e-06,ajax,05faa4e51fd55afb5f664753708d2975
6298,2.6721e-05,mudrc,05faa4e51fd55afb5f664753708d2975
2970,1.0609e-05,hildor,05faa4e51fd55afb5f664753708d2975
5978,2.6579e-05,mudrc,05faa4e51fd55afb5f664753708d2975
4570,8.166e-06,exmag,05faa4e51fd55afb5f664753708d2975
3418,5.715e-06,tarkil,05faa4e51fd55afb5f664753708d2975
10010,2.6029e-05,mudrc,05faa4e51fd55afb5f664753708d2975
5082,1.1375e-05,luna,05faa4e51fd55afb5f664753708d2975
4506,8.081000000000001e-06,exmag,05faa4e51fd55afb5f664753708d2975
3482,7.685e-06,tarkil,05faa4e51fd55afb5f664753708d2975
4954,1.0394e-05,luna,05faa4e51fd55afb5f664753708d2975
9498,1.0096e-05,hildor,05faa4e51fd55afb5f664753708d2975
1498,9.753e-06,luna,05faa4e51fd55afb5f664753708d2975
1754,9.368e-06,hildor,05faa4e51fd55afb5f664753708d2975
6938,5.816e-06,exmag,05faa4e51fd55afb5f664753708d2975
8346,1.0445e-05,luna,05faa4e51fd55afb5f664753708d2975
1562,9.165e-06,hildor,05faa4e51fd55afb5f664753708d2975
8794,9.439e-06,ajax,05faa4e51fd55afb5f664753708d2975
3546,7.15e-06,tarkil,05faa4e51fd55afb5f664753708d2975
10202,2.5742e-05,mudrc,05faa4e51fd55afb5f664753708d2975
10138,2.5822e-05,mudrc,05faa4e51fd55afb5f664753708d2975
8026,1.0138e-05,luna,05faa4e51fd55afb5f664753708d2975
6874,6.882999999999997e-06,exmag,05faa4e51fd55afb5f664753708d2975
1690,9.556e-06,hildor,05faa4e51fd55afb5f664753708d2975
5594,9.514e-06,hildor,05faa4e51fd55afb5f664753708d2975
5530,9.736e-06,hildor,05faa4e51fd55afb5f664753708d2975
8282,1.0328e-05,luna,05faa4e51fd55afb5f664753708d2975
3674,6.064e-06,tarkil,05faa4e51fd55afb5f664753708d2975
1818,2.5966e-05,mudrc,05faa4e51fd55afb5f664753708d2975
346,7.779e-06,tarkil,05faa4e51fd55afb5f664753708d2975
5658,1.0827e-05,hildor,05faa4e51fd55afb5f664753708d2975
7706,9.261e-06,tarkil,05faa4e51fd55afb5f664753708d2975
10650,2.5481e-05,mudrc,05faa4e51fd55afb5f664753708d2975
5466,1.1683e-05,hildor,05faa4e51fd55afb5f664753708d2975
282,1.1953e-05,tarkil,05faa4e51fd55afb5f664753708d2975
9434,2.0482e-05,luna,05faa4e51fd55afb5f664753708d2975
1626,8.958e-06,hildor,05faa4e51fd55afb5f664753708d2975
3610,6.496e-06,tarkil,05faa4e51fd55afb5f664753708d2975
6746,5.785e-06,exmag,05faa4e51fd55afb5f664753708d2975
7041,6.995487616,exmag,0d56f027188fea10c75f4de68a9f5da6
1537,2.635819332,hildor,0d56f027188fea10c75f4de68a9f5da6
2945,9.99403404,hildor,0d56f027188fea10c75f4de68a9f5da6
2369,4.59061641,ajax,0d56f027188fea10c75f4de68a9f5da6
1345,4.329155771,luna,0d56f027188fea10c75f4de68a9f5da6
6913,2.461334299,exmag,0d56f027188fea10c75f4de68a9f5da6
2497,11.037869178,ajax,0d56f027188fea10c75f4de68a9f5da6
833,4.691263165,ajax,0d56f027188fea10c75f4de68a9f5da6
7361,10.76413885,tarkil,0d56f027188fea10c75f4de68a9f5da6
2433,8.137257375,ajax,0d56f027188fea10c75f4de68a9f5da6
8513,4.711609076,ajax,0d56f027188fea10c75f4de68a9f5da6
6337,35.603538752,mudrc,0d56f027188fea10c75f4de68a9f5da6
5185,5.373644296,exmag,0d56f027188fea10c75f4de68a9f5da6
8833,8.475543491,ajax,0d56f027188fea10c75f4de68a9f5da6
8129,10.42598901,luna,0d56f027188fea10c75f4de68a9f5da6
5953,13.302916682000001,mudrc,0d56f027188fea10c75f4de68a9f5da6
3009,12.764050082999999,hildor,0d56f027188fea10c75f4de68a9f5da6
9281,7.844931169,luna,0d56f027188fea10c75f4de68a9f5da6
4161,4.927535313,ajax,0d56f027188fea10c75f4de68a9f5da6
8641,11.565492472,ajax,0d56f027188fea10c75f4de68a9f5da6
7425,2.548662302,tarkil,0d56f027188fea10c75f4de68a9f5da6
8257,4.598930713000001,luna,0d56f027188fea10c75f4de68a9f5da6
769,2.515094154,ajax,0d56f027188fea10c75f4de68a9f5da6
2753,9.697577638,exmag,0d56f027188fea10c75f4de68a9f5da6
641,7.436298194,tarkil,0d56f027188fea10c75f4de68a9f5da6
6977,3.954601007,exmag,0d56f027188fea10c75f4de68a9f5da6
8577,8.552734229,ajax,0d56f027188fea10c75f4de68a9f5da6
1409,7.695221953,luna,0d56f027188fea10c75f4de68a9f5da6
4289,11.572466689,ajax,0d56f027188fea10c75f4de68a9f5da6
6081,30.584839749,mudrc,0d56f027188fea10c75f4de68a9f5da6
6145,7.392166862000001,mudrc,0d56f027188fea10c75f4de68a9f5da6
9793,5.568630916,hildor,0d56f027188fea10c75f4de68a9f5da6
7489,4.821259418,tarkil,0d56f027188fea10c75f4de68a9f5da6
2689,8.037565548,exmag,0d56f027188fea10c75f4de68a9f5da6
2817,3.312276755,hildor,0d56f027188fea10c75f4de68a9f5da6
3713,7.571835658999999,tarkil,0d56f027188fea10c75f4de68a9f5da6
1473,10.161105655,luna,0d56f027188fea10c75f4de68a9f5da6
6273,25.076784346999997,mudrc,0d56f027188fea10c75f4de68a9f5da6
5441,5.119823369,hildor,0d56f027188fea10c75f4de68a9f5da6
705,10.511745201,tarkil,0d56f027188fea10c75f4de68a9f5da6
6209,13.856402346,mudrc,0d56f027188fea10c75f4de68a9f5da6
10497,9.064575349,mudrc,0d56f027188fea10c75f4de68a9f5da6
9729,2.83557565,hildor,0d56f027188fea10c75f4de68a9f5da6
5121,2.69939639,exmag,0d56f027188fea10c75f4de68a9f5da6
2881,5.865526363,hildor,0d56f027188fea10c75f4de68a9f5da6
3777,10.396739239,tarkil,0d56f027188fea10c75f4de68a9f5da6
6017,27.923762555,mudrc,0d56f027188fea10c75f4de68a9f5da6
2561,3.085674254,exmag,0d56f027188fea10c75f4de68a9f5da6
5505,9.02660809,hildor,0d56f027188fea10c75f4de68a9f5da6
9409,19.948825779,luna,0d56f027188fea10c75f4de68a9f5da6
3649,4.453903977,tarkil,0d56f027188fea10c75f4de68a9f5da6
4225,8.247460872000001,ajax,0d56f027188fea10c75f4de68a9f5da6
9857,9.182750298,hildor,0d56f027188fea10c75f4de68a9f5da6
2625,5.14989163,exmag,0d56f027188fea10c75f4de68a9f5da6
10433,36.502272947,mudrc,0d56f027188fea10c75f4de68a9f5da6
1857,12.915665195,mudrc,0d56f027188fea10c75f4de68a9f5da6
1601,4.750926532,hildor,0d56f027188fea10c75f4de68a9f5da6
7937,2.159718734,luna,0d56f027188fea10c75f4de68a9f5da6
1089,4.224507862,exmag,0d56f027188fea10c75f4de68a9f5da6
8193,2.20268383,luna,0d56f027188fea10c75f4de68a9f5da6
10369,30.356315012,mudrc,0d56f027188fea10c75f4de68a9f5da6
6785,6.9105189760000005,exmag,0d56f027188fea10c75f4de68a9f5da6
6593,9.579668283,exmag,0d56f027188fea10c75f4de68a9f5da6
9345,10.783383750999999,luna,0d56f027188fea10c75f4de68a9f5da6
7233,4.645129167,tarkil,0d56f027188fea10c75f4de68a9f5da6
1729,10.460010726,hildor,0d56f027188fea10c75f4de68a9f5da6
2049,2.209373085,luna,0d56f027188fea10c75f4de68a9f5da6
3265,11.533546543,tarkil,0d56f027188fea10c75f4de68a9f5da6
8705,2.871227669,ajax,0d56f027188fea10c75f4de68a9f5da6
1025,3.013237593,exmag,0d56f027188fea10c75f4de68a9f5da6
7105,8.389994128,exmag,0d56f027188fea10c75f4de68a9f5da6
5761,8.774717956,hildor,0d56f027188fea10c75f4de68a9f5da6
5633,2.746935321,hildor,0d56f027188fea10c75f4de68a9f5da6
1985,34.008074248,mudrc,0d56f027188fea10c75f4de68a9f5da6
5313,11.218055185999999,exmag,0d56f027188fea10c75f4de68a9f5da6
9537,5.4163769020000005,hildor,0d56f027188fea10c75f4de68a9f5da6
3393,4.779344405,tarkil,0d56f027188fea10c75f4de68a9f5da6
8385,11.197086840999999,luna,0d56f027188fea10c75f4de68a9f5da6
6721,4.247310857,exmag,0d56f027188fea10c75f4de68a9f5da6
7169,2.414567102,tarkil,0d56f027188fea10c75f4de68a9f5da6
1153,7.183341173,exmag,0d56f027188fea10c75f4de68a9f5da6
5697,5.382427401,hildor,0d56f027188fea10c75f4de68a9f5da6
1921,22.922336204,mudrc,0d56f027188fea10c75f4de68a9f5da6
6657,2.308401903,exmag,0d56f027188fea10c75f4de68a9f5da6
3457,7.923133419,tarkil,0d56f027188fea10c75f4de68a9f5da6
10113,30.086436571999997,mudrc,0d56f027188fea10c75f4de68a9f5da6
1793,6.996862755,mudrc,0d56f027188fea10c75f4de68a9f5da6
1217,9.522091324,exmag,0d56f027188fea10c75f4de68a9f5da6
10049,13.556675826,mudrc,0d56f027188fea10c75f4de68a9f5da6
3329,2.457936773,tarkil,0d56f027188fea10c75f4de68a9f5da6
10241,9.7555346,mudrc,0d56f027188fea10c75f4de68a9f5da6
897,8.102642795,ajax,0d56f027188fea10c75f4de68a9f5da6
9601,9.150081938,hildor,0d56f027188fea10c75f4de68a9f5da6
2113,6.814572386,luna,0d56f027188fea10c75f4de68a9f5da6
5569,11.578570065,hildor,0d56f027188fea10c75f4de68a9f5da6
6849,8.958644497,exmag,0d56f027188fea10c75f4de68a9f5da6
8321,7.976454542999999,luna,0d56f027188fea10c75f4de68a9f5da6
8897,11.540055618,ajax,0d56f027188fea10c75f4de68a9f5da6
3585,2.308254357,tarkil,0d56f027188fea10c75f4de68a9f5da6
2305,2.360346851,ajax,0d56f027188fea10c75f4de68a9f5da6
1281,2.242092458,luna,0d56f027188fea10c75f4de68a9f5da6
9473,2.746073488,hildor,0d56f027188fea10c75f4de68a9f5da6
5889,8.705948637999999,mudrc,0d56f027188fea10c75f4de68a9f5da6
3905,4.543400784,ajax,0d56f027188fea10c75f4de68a9f5da6
10177,38.694654102,mudrc,0d56f027188fea10c75f4de68a9f5da6
4097,2.321593035,ajax,0d56f027188fea10c75f4de68a9f5da6
9921,12.164905776,hildor,0d56f027188fea10c75f4de68a9f5da6
9665,12.590206965999998,hildor,0d56f027188fea10c75f4de68a9f5da6
6401,2.664660793,exmag,0d56f027188fea10c75f4de68a9f5da6
961,10.812180135,ajax,0d56f027188fea10c75f4de68a9f5da6
1665,8.289875832,hildor,0d56f027188fea10c75f4de68a9f5da6
2241,14.260749337,luna,0d56f027188fea10c75f4de68a9f5da6
3521,10.086112251,tarkil,0d56f027188fea10c75f4de68a9f5da6
6529,8.402478927999999,exmag,0d56f027188fea10c75f4de68a9f5da6
4033,11.372034767,ajax,0d56f027188fea10c75f4de68a9f5da6
3201,8.264560206,tarkil,0d56f027188fea10c75f4de68a9f5da6
9985,6.945783743,mudrc,0d56f027188fea10c75f4de68a9f5da6
8449,2.822935734,ajax,0d56f027188fea10c75f4de68a9f5da6
2177,9.955961459,luna,0d56f027188fea10c75f4de68a9f5da6
5249,9.519103988,exmag,0d56f027188fea10c75f4de68a9f5da6
10305,17.108500202000002,mudrc,0d56f027188fea10c75f4de68a9f5da6
5825,11.261662327,hildor,0d56f027188fea10c75f4de68a9f5da6
8769,4.767510749,ajax,0d56f027188fea10c75f4de68a9f5da6
3841,2.328217126,ajax,0d56f027188fea10c75f4de68a9f5da6
6465,4.81825769,exmag,0d56f027188fea10c75f4de68a9f5da6
3137,4.916608028,tarkil,0d56f027188fea10c75f4de68a9f5da6
7297,7.917685886,tarkil,0d56f027188fea10c75f4de68a9f5da6
5377,2.719684224,hildor,0d56f027188fea10c75f4de68a9f5da6
3073,2.389096671,tarkil,0d56f027188fea10c75f4de68a9f5da6
3969,8.03825986,ajax,0d56f027188fea10c75f4de68a9f5da6
5057,11.319639423,luna,0d56f027188fea10c75f4de68a9f5da6
7745,4.859957915,tarkil,0d56f027188fea10c75f4de68a9f5da6
4609,2.236362279,luna,0d56f027188fea10c75f4de68a9f5da6
9217,3.153640139,luna,0d56f027188fea10c75f4de68a9f5da6
4993,8.490415116,luna,0d56f027188fea10c75f4de68a9f5da6
4545,10.424372778,exmag,0d56f027188fea10c75f4de68a9f5da6
513,2.4243765980000003,tarkil,0d56f027188fea10c75f4de68a9f5da6
449,10.842530674,tarkil,0d56f027188fea10c75f4de68a9f5da6
321,5.00670507,tarkil,0d56f027188fea10c75f4de68a9f5da6
9089,7.800634425,hildor,0d56f027188fea10c75f4de68a9f5da6
10561,16.505791127000002,mudrc,0d56f027188fea10c75f4de68a9f5da6
129,7.079225433,luna,0d56f027188fea10c75f4de68a9f5da6
4801,10.674528008,luna,0d56f027188fea10c75f4de68a9f5da6
7553,9.976145132000001,tarkil,0d56f027188fea10c75f4de68a9f5da6
4929,4.715252455,luna,0d56f027188fea10c75f4de68a9f5da6
7617,10.915534760999998,tarkil,0d56f027188fea10c75f4de68a9f5da6
9025,4.602307746,hildor,0d56f027188fea10c75f4de68a9f5da6
193,9.198567434,luna,0d56f027188fea10c75f4de68a9f5da6
577,4.684592167,tarkil,0d56f027188fea10c75f4de68a9f5da6
4865,2.262012296,luna,0d56f027188fea10c75f4de68a9f5da6
7809,9.213590904,tarkil,0d56f027188fea10c75f4de68a9f5da6
65,4.054483824,luna,0d56f027188fea10c75f4de68a9f5da6
10625,30.628613993000002,mudrc,0d56f027188fea10c75f4de68a9f5da6
4353,2.852808941,exmag,0d56f027188fea10c75f4de68a9f5da6
8065,7.602284926,luna,0d56f027188fea10c75f4de68a9f5da6
4737,8.085637964,luna,0d56f027188fea10c75f4de68a9f5da6
9153,10.166436201,hildor,0d56f027188fea10c75f4de68a9f5da6
7681,2.420217202,tarkil,0d56f027188fea10c75f4de68a9f5da6
10689,40.455032896,mudrc,0d56f027188fea10c75f4de68a9f5da6
385,9.359150059,tarkil,0d56f027188fea10c75f4de68a9f5da6
8961,2.445371965,hildor,0d56f027188fea10c75f4de68a9f5da6
4673,5.431648536,luna,0d56f027188fea10c75f4de68a9f5da6
8001,4.336370303,luna,0d56f027188fea10c75f4de68a9f5da6
4481,7.925891852,exmag,0d56f027188fea10c75f4de68a9f5da6
7873,11.207266774,tarkil,0d56f027188fea10c75f4de68a9f5da6
4417,5.942935897000001,exmag,0d56f027188fea10c75f4de68a9f5da6
257,2.87031965,tarkil,0d56f027188fea10c75f4de68a9f5da6
1,2.045940631,luna,0d56f027188fea10c75f4de68a9f5da6
1113,0.020955751,exmag,0dae161454c157d5c2a12c1fdb2adf49
6553,0.036856052,exmag,0dae161454c157d5c2a12c1fdb2adf49
1305,0.011227307,luna,0dae161454c157d5c2a12c1fdb2adf49
89,0.019470337,luna,0dae161454c157d5c2a12c1fdb2adf49
1881,0.048707044000000005,mudrc,0dae161454c157d5c2a12c1fdb2adf49
9561,0.026725265,hildor,0dae161454c157d5c2a12c1fdb2adf49
7065,0.033986271,exmag,0dae161454c157d5c2a12c1fdb2adf49
8025,0.021365301,luna,0dae161454c157d5c2a12c1fdb2adf49
793,0.010917361,ajax,0dae161454c157d5c2a12c1fdb2adf49
8729,0.01043337,ajax,0dae161454c157d5c2a12c1fdb2adf49
6681,0.009845187,exmag,0dae161454c157d5c2a12c1fdb2adf49
2649,0.024310665,exmag,0dae161454c157d5c2a12c1fdb2adf49
8665,0.044774257000000005,ajax,0dae161454c157d5c2a12c1fdb2adf49
5785,0.038058158,hildor,0dae161454c157d5c2a12c1fdb2adf49
8985,0.010682315,hildor,0dae161454c157d5c2a12c1fdb2adf49
9881,0.041437451,hildor,0dae161454c157d5c2a12c1fdb2adf49
10009,0.025022388,mudrc,0dae161454c157d5c2a12c1fdb2adf49
25,0.009626404,luna,0dae161454c157d5c2a12c1fdb2adf49
2521,0.043719647,ajax,0dae161454c157d5c2a12c1fdb2adf49
6169,0.024782703,mudrc,0dae161454c157d5c2a12c1fdb2adf49
1497,0.046147808,luna,0dae161454c157d5c2a12c1fdb2adf49
9497,0.011878926,hildor,0dae161454c157d5c2a12c1fdb2adf49
4633,0.011653688,luna,0dae161454c157d5c2a12c1fdb2adf49
9113,0.034787997,hildor,0dae161454c157d5c2a12c1fdb2adf49
1689,0.038594228,hildor,0dae161454c157d5c2a12c1fdb2adf49
9625,0.042200418,hildor,0dae161454c157d5c2a12c1fdb2adf49
6489,0.017796502,exmag,0dae161454c157d5c2a12c1fdb2adf49
3353,0.013354864,tarkil,0dae161454c157d5c2a12c1fdb2adf49
2329,0.010670633999999998,ajax,0dae161454c157d5c2a12c1fdb2adf49
10393,0.080480997,mudrc,0dae161454c157d5c2a12c1fdb2adf49
6937,0.01019911,exmag,0dae161454c157d5c2a12c1fdb2adf49
8281,0.021400333,luna,0dae161454c157d5c2a12c1fdb2adf49
2073,0.010179041,luna,0dae161454c157d5c2a12c1fdb2adf49
5145,0.011825669,exmag,0dae161454c157d5c2a12c1fdb2adf49
3545,0.055128971,tarkil,0dae161454c157d5c2a12c1fdb2adf49
9049,0.02034237,hildor,0dae161454c157d5c2a12c1fdb2adf49
5401,0.013396483,hildor,0dae161454c157d5c2a12c1fdb2adf49
3673,0.023722009,tarkil,0dae161454c157d5c2a12c1fdb2adf49
7961,0.010529454,luna,0dae161454c157d5c2a12c1fdb2adf49
985,0.043669942,ajax,0dae161454c157d5c2a12c1fdb2adf49
4185,0.021835547,ajax,0dae161454c157d5c2a12c1fdb2adf49
1625,0.021247658,hildor,0dae161454c157d5c2a12c1fdb2adf49
6809,0.035244261,exmag,0dae161454c157d5c2a12c1fdb2adf49
2265,0.07721544799999999,luna,0dae161454c157d5c2a12c1fdb2adf49
7385,0.05877376700000001,tarkil,0dae161454c157d5c2a12c1fdb2adf49
2137,0.036325638,luna,0dae161454c157d5c2a12c1fdb2adf49
1369,0.021088994,luna,0dae161454c157d5c2a12c1fdb2adf49
7705,0.014329204,tarkil,0dae161454c157d5c2a12c1fdb2adf49
5529,0.038637366,hildor,0dae161454c157d5c2a12c1fdb2adf49
7577,0.082176983,tarkil,0dae161454c157d5c2a12c1fdb2adf49
6425,0.012114239,exmag,0dae161454c157d5c2a12c1fdb2adf49
9945,0.051621317,hildor,0dae161454c157d5c2a12c1fdb2adf49
9817,0.025802127,hildor,0dae161454c157d5c2a12c1fdb2adf49
10201,0.101306244,mudrc,0dae161454c157d5c2a12c1fdb2adf49
8793,0.022116008,ajax,0dae161454c157d5c2a12c1fdb2adf49
857,0.020146005,ajax,0dae161454c157d5c2a12c1fdb2adf49
4505,0.039835931,exmag,0dae161454c157d5c2a12c1fdb2adf49
1561,0.010371858,hildor,0dae161454c157d5c2a12c1fdb2adf49
409,0.052622088,tarkil,0dae161454c157d5c2a12c1fdb2adf49
7513,0.02821619,tarkil,0dae161454c157d5c2a12c1fdb2adf49
537,0.013678451,tarkil,0dae161454c157d5c2a12c1fdb2adf49
10457,0.100832864,mudrc,0dae161454c157d5c2a12c1fdb2adf49
10265,0.024801798,mudrc,0dae161454c157d5c2a12c1fdb2adf49
4697,0.023092321,luna,0dae161454c157d5c2a12c1fdb2adf49
6105,0.099846987,mudrc,0dae161454c157d5c2a12c1fdb2adf49
3801,0.053034119000000005,tarkil,0dae161454c157d5c2a12c1fdb2adf49
7769,0.026673153,tarkil,0dae161454c157d5c2a12c1fdb2adf49
7897,0.065610246,tarkil,0dae161454c157d5c2a12c1fdb2adf49
8537,0.020437683,ajax,0dae161454c157d5c2a12c1fdb2adf49
2841,0.012782219,hildor,0dae161454c157d5c2a12c1fdb2adf49
6873,0.041299315,exmag,0dae161454c157d5c2a12c1fdb2adf49
4377,0.011541838,exmag,0dae161454c157d5c2a12c1fdb2adf49
8921,0.046246755999999986,ajax,0dae161454c157d5c2a12c1fdb2adf49
4057,0.042853106,ajax,0dae161454c157d5c2a12c1fdb2adf49
3225,0.045569144000000006,tarkil,0dae161454c157d5c2a12c1fdb2adf49
7193,0.012434066,tarkil,0dae161454c157d5c2a12c1fdb2adf49
3097,0.013827707,tarkil,0dae161454c157d5c2a12c1fdb2adf49
9305,0.042179745,luna,0dae161454c157d5c2a12c1fdb2adf49
2905,0.026150797000000003,hildor,0dae161454c157d5c2a12c1fdb2adf49
3609,0.011780226,tarkil,0dae161454c157d5c2a12c1fdb2adf49
8473,0.010719928,ajax,0dae161454c157d5c2a12c1fdb2adf49
345,0.029480451,tarkil,0dae161454c157d5c2a12c1fdb2adf49
10521,0.02487278,mudrc,0dae161454c157d5c2a12c1fdb2adf49
7001,0.023816412,exmag,0dae161454c157d5c2a12c1fdb2adf49
5593,0.045968276,hildor,0dae161454c157d5c2a12c1fdb2adf49
3737,0.039076998,tarkil,0dae161454c157d5c2a12c1fdb2adf49
9241,0.017670853,luna,0dae161454c157d5c2a12c1fdb2adf49
3993,0.034314344,ajax,0dae161454c157d5c2a12c1fdb2adf49
2393,0.021202366,ajax,0dae161454c157d5c2a12c1fdb2adf49
1817,0.024746878,mudrc,0dae161454c157d5c2a12c1fdb2adf49
4313,0.046487295,ajax,0dae161454c157d5c2a12c1fdb2adf49
10329,0.049437349000000005,mudrc,0dae161454c157d5c2a12c1fdb2adf49
2713,0.040526474,exmag,0dae161454c157d5c2a12c1fdb2adf49
9369,0.051153181,luna,0dae161454c157d5c2a12c1fdb2adf49
8857,0.033576203,ajax,0dae161454c157d5c2a12c1fdb2adf49
8089,0.035281131,luna,0dae161454c157d5c2a12c1fdb2adf49
2969,0.04333149,hildor,0dae161454c157d5c2a12c1fdb2adf49
3033,0.053147969,hildor,0dae161454c157d5c2a12c1fdb2adf49
6745,0.021158885,exmag,0dae161454c157d5c2a12c1fdb2adf49
5465,0.023544302000000003,hildor,0dae161454c157d5c2a12c1fdb2adf49
1945,0.079830278,mudrc,0dae161454c157d5c2a12c1fdb2adf49
5017,0.041470779,luna,0dae161454c157d5c2a12c1fdb2adf49
4249,0.035095981,ajax,0dae161454c157d5c2a12c1fdb2adf49
4121,0.010869086000000002,ajax,0dae161454c157d5c2a12c1fdb2adf49
6617,0.051960052,exmag,0dae161454c157d5c2a12c1fdb2adf49
10649,0.08044900599999999,mudrc,0dae161454c157d5c2a12c1fdb2adf49
4825,0.043835506,luna,0dae161454c157d5c2a12c1fdb2adf49
10073,0.04910584900000002,mudrc,0dae161454c157d5c2a12c1fdb2adf49
5337,0.05038233,exmag,0dae161454c157d5c2a12c1fdb2adf49
8153,0.074078622,luna,0dae161454c157d5c2a12c1fdb2adf49
3417,0.023737524,tarkil,0dae161454c157d5c2a12c1fdb2adf49
2777,0.052107400000000005,exmag,0dae161454c157d5c2a12c1fdb2adf49
4569,0.049019734,exmag,0dae161454c157d5c2a12c1fdb2adf49
9433,0.093797755,luna,0dae161454c157d5c2a12c1fdb2adf49
4761,0.040787406,luna,0dae161454c157d5c2a12c1fdb2adf49
10713,0.100584716,mudrc,0dae161454c157d5c2a12c1fdb2adf49
5721,0.023416274,hildor,0dae161454c157d5c2a12c1fdb2adf49
665,0.037714543,tarkil,0dae161454c157d5c2a12c1fdb2adf49
5849,0.04849213,hildor,0dae161454c157d5c2a12c1fdb2adf49
5209,0.027518402,exmag,0dae161454c157d5c2a12c1fdb2adf49
6297,0.07936845299999999,mudrc,0dae161454c157d5c2a12c1fdb2adf49
5081,0.048647542,luna,0dae161454c157d5c2a12c1fdb2adf49
1177,0.035998219,exmag,0dae161454c157d5c2a12c1fdb2adf49
